T60,Levene_Stat,P_Value
0.05,0.1670731233230103,0.6838463025976378
0.17,0.03197990202245118,0.8585354641019145
0.31,0.00014095193365418118,0.9905577973724953
0.48,0.015497906695443198,0.9012471247390039
0.71,0.02490551087563566,0.8750105760097655
1.17,0.015717531418462983,0.9005535391245356
1.92,0.003360715061803092,0.9539194493607441
3.15,0.03983984032720666,0.8423134900980963
7.0,0.048006240768504634,0.8271419310814684
