T60,Levene_Stat,P_Value
0.05,0.9509006880585104,0.33250473761410004
0.17,0.09706822357310056,0.7562078816096716
0.31,0.6357289966184579,0.4276821645775025
0.48,2.495697137653956,0.11820482793824257
0.71,1.1854897672672327,0.27959388934681223
1.17,0.017033782268950533,0.8964961654307658
1.92,0.12670466118258022,0.7228344728786288
3.15,0.04120345438940179,0.8396742907249113
7.0,0.13151526221568371,0.7178469332348478
