rir,mean_score,record_count
mic6_src0,0.18874593255956357,252
mic2_src2,0.14374567415327988,252
mic2_src3,0.21683623444357134,252
mic6_src1,0.11202381528382145,252
mic2_src4,0.13464039530499555,252
mic3_src4,0.1364823352142772,252
mic7_src1,0.4637182414847946,252
mic3_src3,0.1397511508148086,252
mic3_src2,0.10257529595500807,252
mic7_src0,0.22191103241625146,252
mic4_src3,0.22763408858283685,252
mic0_src1,0.16664968377775796,252
mic4_src4,0.506524810040234,252
mic0_src0,0.28124290159785253,252
mic4_src2,0.11484916272318199,252
mic5_src2,0.14965129531780727,252
mic1_src0,0.19476930675664583,252
mic5_src4,0.10536699557889324,252
mic1_src1,0.5353841527952898,252
mic5_src3,0.14534185719721743,252
mic6_src4,0.09085076209863711,252
mic2_src1,0.24161428770537463,252
mic6_src3,0.1334374528279783,252
mic6_src2,0.1488570963443991,252
mic2_src0,0.34379674143601563,252
mic3_src0,0.09451668750251928,252
mic7_src2,0.15853582359145005,252
mic7_src3,0.13473562040086545,252
mic3_src1,0.06037011963062125,252
mic7_src4,0.08419054112509657,252
mic0_src2,0.12220027036195323,252
mic4_src0,0.09843436641221373,252
mic0_src4,0.07365308737991835,252
mic4_src1,0.11426372249023001,252
mic0_src3,0.13819004772015264,252
mic1_src3,0.11307648201210074,252
mic5_src1,0.30908732125680677,252
mic1_src4,0.11180839105860993,252
mic5_src0,0.15585440431311912,252
mic1_src2,0.1476754322564694,252
