rir,mean_score,record_count
mic6_src0,0.021424624578834008,252
mic2_src2,0.06509313757029876,252
mic2_src3,0.05817648251200216,252
mic6_src1,0.05807038025701434,252
mic2_src4,-0.006852565396195557,252
mic3_src4,0.007076664199912281,252
mic7_src1,0.02878146742857324,252
mic3_src3,0.03379630944340311,252
mic3_src2,0.10590850601330706,252
mic7_src0,0.13431146882504819,252
mic4_src3,0.11527562495838367,252
mic0_src1,-0.003757886058726598,252
mic4_src4,0.04683573865332976,252
mic0_src0,0.030156341499833914,252
mic4_src2,0.02383892618484184,252
mic5_src2,0.06772415010114562,252
mic1_src0,0.0368525648569437,252
mic5_src4,0.02201017790637817,252
mic1_src1,0.07893844249125793,252
mic5_src3,0.12426480823086133,252
mic6_src4,0.07403362172068148,252
mic2_src1,0.014128664763820084,252
mic6_src3,-0.002141001427508763,252
mic6_src2,0.043692580301031174,252
mic2_src0,0.048224724516485615,252
mic3_src0,0.048783403359356964,252
mic7_src2,0.05626750892836945,252
mic7_src3,0.19099374366178676,252
mic3_src1,0.016467070697174246,252
mic7_src4,0.024204627736427304,252
mic0_src2,0.01996268671180983,252
mic4_src0,0.045411060480698914,252
mic0_src4,0.09309375995749641,252
mic4_src1,0.011671769148486354,252
mic0_src3,0.03279823465513426,252
mic1_src3,0.04431751779065656,252
mic5_src1,0.0018668200196501506,252
mic1_src4,0.023382167573866755,252
mic5_src0,0.06402957032351729,252
mic1_src2,0.18433993165753568,252
