rir,mean_score,record_count
mic6_src0,37.60348489568936,252
mic2_src2,39.627300768286766,252
mic2_src3,12.872180616377483,252
mic6_src1,43.543601560782385,252
mic7_src1,23.925721719625322,252
mic3_src3,14.289986241272972,252
mic3_src2,12.504872574426184,252
mic7_src0,39.125768946844055,252
mic4_src3,14.967064092549343,252
mic0_src1,11.904743573373922,252
mic8_src2,21.33797805346525,252
mic8_src3,16.31916005448894,252
mic0_src0,15.731551398935279,252
mic4_src2,13.893461742061689,252
mic5_src2,13.826848799077363,252
mic1_src0,16.433192445169606,252
mic9_src3,15.17448216982155,252
mic9_src2,14.094314057098398,252
mic1_src1,13.245837065862942,252
mic5_src3,62.477425320511976,252
mic2_src1,13.211739775995495,252
mic6_src3,16.150512145463345,252
mic6_src2,14.914401299816893,252
mic2_src0,11.794105957384069,252
mic3_src0,54.72577015349302,252
mic7_src2,20.011875768562195,252
mic7_src3,17.524717460653516,252
mic3_src1,22.81317876841163,252
mic0_src2,44.871512971327476,252
mic4_src0,59.53004499201224,252
mic8_src1,20.37114288596246,252
mic8_src0,29.12431033988365,252
mic4_src1,21.465631812255634,252
mic0_src3,18.905352431058905,252
mic1_src3,13.654735175416981,252
mic5_src1,18.93683457150938,252
mic9_src0,52.86754296378638,252
mic9_src1,18.565076599485547,252
mic5_src0,21.227746640569674,252
mic1_src2,17.850196033797683,252
