rir,mean_score,record_count
mic6_src0,147.4278213335934,252
mic2_src2,76.78347580425086,252
mic2_src3,93.88593176744531,252
mic6_src1,117.47645736429743,252
mic2_src4,108.02559516514779,252
mic3_src4,200.7838842695939,252
mic7_src1,65.5129368706283,252
mic3_src3,64.95301690917313,252
mic3_src2,101.3085971225837,252
mic7_src0,50.636597307878304,252
mic4_src3,77.23869477032402,252
mic0_src1,174.53854762411845,252
mic4_src4,373.1905151227231,252
mic0_src0,108.8538632429041,252
mic4_src2,302.101907872711,252
mic5_src2,143.0966101065165,252
mic1_src0,67.63647103984994,252
mic5_src4,191.5290089163311,252
mic1_src1,95.96471588358648,252
mic5_src3,90.61125099303419,252
mic6_src4,80.1430683027096,252
mic2_src1,79.09516265349527,252
mic6_src3,75.51525673323331,252
mic6_src2,104.03899803978496,252
mic2_src0,60.06439335082907,252
mic3_src0,54.9159566259994,252
mic7_src2,112.48033540072743,252
mic7_src3,65.0191312883944,252
mic3_src1,71.11348488585503,252
mic7_src4,164.53635660739755,252
mic0_src2,87.45140184695028,252
mic4_src0,65.21493932900799,252
mic0_src4,71.49473296510799,252
mic4_src1,98.63140321700875,252
mic0_src3,146.28966631920946,252
mic1_src3,104.42553011203826,252
mic5_src1,100.77527366537277,252
mic1_src4,116.0661054912388,252
mic5_src0,67.43559039966513,252
mic1_src2,91.9330384124169,252
