rir,mean_score,record_count
mic6_src0,5.284968093214209,252
mic2_src2,5.458337376551489,252
mic2_src3,6.585651372435356,252
mic6_src1,8.872781128182405,252
mic2_src4,4.001056760383846,252
mic3_src4,7.6510768841519745,252
mic7_src1,3.9026192331608405,252
mic3_src3,4.255102855485255,252
mic3_src2,4.499502789956163,252
mic7_src0,3.880543463216225,252
mic4_src3,5.660550674110008,252
mic0_src1,3.7965200608510448,252
mic4_src4,3.8475450245577423,252
mic0_src0,3.870843763078642,252
mic4_src2,3.9552418468901993,252
mic5_src2,6.584474949268873,252
mic1_src0,4.175962726799707,252
mic5_src4,4.07281105786323,252
mic1_src1,3.846068039486834,252
mic5_src3,5.905036664343972,252
mic6_src4,5.716021150495805,252
mic2_src1,4.02658417322042,252
mic6_src3,4.723621593413048,252
mic6_src2,4.070160139658579,252
mic2_src0,3.9039873525966113,252
mic3_src0,5.888280134501697,252
mic7_src2,3.8728782447184473,252
mic7_src3,4.980323555484839,252
mic3_src1,6.035995504795375,252
mic7_src4,3.8130658157497654,252
mic0_src2,3.934199582137464,252
mic4_src0,3.844041629234872,252
mic0_src4,3.8648407123230224,252
mic4_src1,3.8260668021154216,252
mic0_src3,5.419580919028691,252
mic1_src3,3.736774444916612,252
mic5_src1,3.9848357120631386,252
mic1_src4,4.072172998238011,252
mic5_src0,3.8597325261642808,252
mic1_src2,3.8159085137228135,252
