rir,mean_score,record_count
mic0_src0,0.03923158925407933,252
mic0_src1,0.02641231018085629,252
mic0_src2,0.024829729790292344,252
mic0_src3,0.05935325613303163,252
mic0_src4,0.019970106248408257,252
mic1_src0,0.06790052286863561,252
mic1_src1,0.04607897371756774,252
mic1_src2,0.019812173341511474,252
mic1_src3,0.02878675995413282,252
mic1_src4,0.047285402928064775,252
mic2_src0,0.020585507535519933,252
mic2_src1,0.029854745757072136,252
mic2_src2,0.04076657950509141,252
mic2_src3,0.08087272972366735,252
mic2_src4,0.027327052775693333,252
mic3_src0,0.037096641119955705,252
mic3_src1,0.040763149602196104,252
mic3_src2,0.0325680197043381,252
mic3_src3,0.022324805405556914,252
mic3_src4,0.09096999628356874,252
mic4_src0,0.032774802741666845,252
mic4_src1,0.018149044621601555,252
mic4_src2,0.023626973926614468,252
mic4_src3,0.04498013232935734,252
mic4_src4,0.023078707982501962,252
mic5_src0,0.02276042043666612,252
mic5_src1,0.018780673980133635,252
mic5_src2,0.05929960259070751,252
mic5_src3,0.05214668642296282,252
mic5_src4,0.02144645117635205,252
mic6_src0,0.031551513677984346,252
mic6_src1,0.10205050841491844,252
mic7_src1,0.028964616485150786,252
mic7_src0,0.03229021798852413,252
mic6_src4,0.030354893830403764,252
mic6_src3,0.026271258420060437,252
mic6_src2,0.0259335924785478,252
mic7_src2,0.025876165772358496,252
mic7_src3,0.029761976118668685,252
mic7_src4,0.03398233304855367,252
