rir,mean_score,record_count
mic0_src0,0.9758211450554729,252
mic0_src1,0.9378188078046483,252
mic0_src2,0.9615193509493534,252
mic0_src3,0.9590123323331746,252
mic0_src4,0.9764849945846387,252
mic1_src0,0.9239859276404605,252
mic1_src1,0.9740768949483768,252
mic1_src2,0.9652785163207411,252
mic1_src3,0.9577422471792909,252
mic1_src4,0.9557386218710855,252
mic2_src0,0.9992207268575706,252
mic2_src1,0.964931960291736,252
mic2_src2,0.9722113751222204,252
mic2_src3,0.9382591726907579,252
mic2_src4,0.9725081422297439,252
mic3_src0,0.9621816618652698,252
mic3_src1,0.9808679633503671,252
mic3_src2,0.9781513511829555,252
mic3_src3,0.9427515072923711,252
mic3_src4,0.964352523034387,252
mic4_src0,0.9892880486844862,252
mic4_src1,0.9726447396914507,252
mic4_src2,0.9740776520363773,252
mic4_src3,0.9540294752396509,252
mic4_src4,0.9472785209850192,252
mic5_src0,0.9588634176185241,252
mic5_src1,0.950746138748239,252
mic5_src2,0.9954412550241999,252
mic5_src3,0.9472321386396347,252
mic5_src4,0.9908250719968713,252
mic6_src0,0.9861348010929477,252
mic6_src1,0.9576602969894983,252
mic7_src1,0.9643723487444641,252
mic7_src0,0.930271082980754,252
mic6_src4,0.9585935476287017,252
mic6_src3,0.9752087957300452,252
mic6_src2,0.949802557877076,252
mic7_src2,0.9498577239527798,252
mic7_src3,0.9220416434814716,252
mic7_src4,0.9497916017324509,252
