rir,mean_score,record_count
mic6_src0,38.42962351401489,252
mic2_src2,20.99596823232808,252
mic2_src3,21.06499159045657,252
mic6_src1,26.900464314819434,252
mic2_src4,97.32496988021514,252
mic3_src4,20.590515922093807,252
mic7_src1,40.271053009038376,252
mic3_src3,41.20966634918868,252
mic3_src2,25.242672454822294,252
mic7_src0,20.453492618068996,252
mic4_src3,26.68091576025794,252
mic0_src1,31.35737510573529,252
mic4_src4,22.989985668338655,252
mic0_src0,28.3160715448464,252
mic4_src2,22.229811144344183,252
mic5_src2,26.25437034131571,252
mic1_src0,24.90661818794602,252
mic5_src4,23.8560171926964,252
mic1_src1,41.688341781637085,252
mic5_src3,29.992626687465556,252
mic6_src4,31.24574927807054,252
mic2_src1,26.60210101277405,252
mic6_src3,22.23905779998071,252
mic6_src2,21.366757493104025,252
mic2_src0,98.89678199601347,252
mic3_src0,21.011055950049006,252
mic7_src2,57.21574002883399,252
mic7_src3,54.25507958226063,252
mic3_src1,47.781991235706656,252
mic7_src4,21.047679526977667,252
mic0_src2,26.197389596558054,252
mic4_src0,24.39663395439494,252
mic0_src4,36.7661110109212,252
mic4_src1,30.401710018356034,252
mic0_src3,21.115580370325972,252
mic1_src3,25.887303988851347,252
mic5_src1,63.56961744623802,252
mic1_src4,27.640223288163668,252
mic5_src0,22.800681713257898,252
mic1_src2,32.92600873821653,252
