rir,mean_score,record_count
mic6_src0,6.118512483801817,252
mic2_src2,6.236614530566927,252
mic2_src3,7.4445107572742755,252
mic6_src1,9.862516870919288,252
mic2_src4,4.744337621094358,252
mic3_src4,8.400322223194541,252
mic7_src1,4.554873673757422,252
mic3_src3,4.993912378978841,252
mic3_src2,5.19643983725039,252
mic7_src0,4.53943303523356,252
mic4_src3,6.512116740381471,252
mic0_src1,4.358336009394193,252
mic4_src4,4.464404149934126,252
mic0_src0,4.556061267135034,252
mic4_src2,4.60007059053037,252
mic5_src2,7.2672231736338695,252
mic1_src0,4.869018054006937,252
mic5_src4,4.833587612100857,252
mic1_src1,4.529262344344496,252
mic5_src3,6.648721309408819,252
mic6_src4,6.519848018729573,252
mic2_src1,4.769116261143578,252
mic6_src3,5.494285796505179,252
mic6_src2,4.785819292729723,252
mic2_src0,4.5613047928579595,252
mic3_src0,6.697127078840834,252
mic7_src2,4.49293780233831,252
mic7_src3,5.68910176997806,252
mic3_src1,6.699310036147623,252
mic7_src4,4.509992012769826,252
mic0_src2,4.668034107550543,252
mic4_src0,4.566755249131838,252
mic0_src4,4.560736577946313,252
mic4_src1,4.434833978176839,252
mic0_src3,6.345158784775078,252
mic1_src3,4.311472318944689,252
mic5_src1,4.6842871054874,252
mic1_src4,4.8296863900327835,252
mic5_src0,4.580126983080779,252
mic1_src2,4.459279126692044,252
