rir,mean_score,record_count
mic6_src0,297.5101279600556,252
mic6_src1,627.8028532987953,252
mic3_src4,641.8006948738714,252
mic7_src1,151.87883513489984,252
mic3_src3,247.8320146022711,252
mic3_src2,241.75468411403028,252
mic7_src0,201.6370795098164,252
mic4_src3,452.23026862172196,252
mic0_src1,242.43151572808532,252
mic4_src4,226.17208496055744,252
mic8_src2,170.67513642714104,252
mic8_src3,263.672762797098,252
mic8_src4,121.46674211299228,252
mic0_src0,144.68873972064262,252
mic4_src2,215.17189403420733,252
mic5_src2,451.44065472724,252
mic1_src0,285.7715812756503,252
mic5_src4,166.72346639734417,252
mic1_src1,210.7139025603164,252
mic5_src3,216.2908783888506,252
mic6_src4,125.20587269847302,252
mic6_src3,257.293700600924,252
mic6_src2,189.91249689488063,252
mic3_src0,199.69197246551167,252
mic7_src2,182.4906377103457,252
mic7_src3,265.7436027306164,252
mic3_src1,152.14591124908364,252
mic7_src4,727.8097759382832,252
mic0_src2,460.3911372270828,252
mic4_src0,429.8619894486979,252
mic8_src1,497.5073142453805,252
mic8_src0,368.1097432372421,252
mic0_src4,175.46473956646497,252
mic4_src1,354.68704901957017,252
mic0_src3,151.12775483377686,252
mic1_src3,338.7276786489625,252
mic5_src1,360.49892904782274,252
mic1_src4,313.62203203679775,252
mic5_src0,216.99884020721268,252
mic1_src2,423.8141235425072,252
