rir,mean_score,record_count
mic6_src0,106.15558885779268,252
mic2_src2,70.62440716742255,252
mic2_src3,41.817913183764794,252
mic6_src1,45.1511022362126,252
mic2_src4,72.63041423303697,252
mic3_src4,49.13197860958929,252
mic7_src1,40.07359892250914,252
mic3_src3,32.58861385800451,252
mic3_src2,50.92058904293081,252
mic7_src0,35.54532567378457,252
mic4_src3,37.79299931974072,252
mic0_src1,33.085982012727015,252
mic4_src4,60.917400607478335,252
mic0_src0,68.352437889941,252
mic4_src2,59.671991779202884,252
mic5_src2,91.97072122049565,252
mic1_src0,44.13664429467846,252
mic5_src4,122.10651037703991,252
mic1_src1,103.09603746945929,252
mic5_src3,36.71906105179315,252
mic6_src4,69.78447109083676,252
mic2_src1,60.05729150244568,252
mic6_src3,42.019656696803736,252
mic6_src2,45.07527913108224,252
mic2_src0,172.25961225349252,252
mic3_src0,35.092949145710364,252
mic7_src2,37.775859043625516,252
mic7_src3,33.52140017843424,252
mic3_src1,42.310996993540556,252
mic7_src4,55.208461783576375,252
mic0_src2,44.0161761234812,252
mic4_src0,82.0323125809963,252
mic0_src4,57.49262277711622,252
mic4_src1,55.62017054653043,252
mic0_src3,45.10633444141055,252
mic1_src3,59.87187970250485,252
mic5_src1,45.59635383680877,252
mic1_src4,36.66411306195548,252
mic5_src0,50.02333055858058,252
mic1_src2,72.25300182646758,252
