rir,mean_score,record_count
mic6_src0,0.38525613979150863,252
mic2_src2,0.415500919609435,252
mic2_src3,0.19495830848785295,252
mic6_src1,0.4280655581692183,252
mic7_src1,0.3123999044833283,252
mic3_src3,0.22419827667796724,252
mic3_src2,0.18620635576960357,252
mic7_src0,0.4205515041239061,252
mic4_src3,0.2363935443577313,252
mic0_src1,0.1754551275486085,252
mic8_src2,0.2942733808338172,252
mic8_src3,0.24977752631402314,252
mic0_src0,0.24879319655472346,252
mic4_src2,0.1964397686455195,252
mic5_src2,0.1904162459727617,252
mic1_src0,0.22784850801060347,252
mic9_src3,0.24719094719524418,252
mic9_src2,0.22135305023461044,252
mic1_src1,0.21166742672007385,252
mic5_src3,0.5098659260192859,252
mic2_src1,0.2044989674849746,252
mic6_src3,0.2518598866022535,252
mic6_src2,0.25394961479139794,252
mic2_src0,0.17030197407264697,252
mic3_src0,0.4931683568899205,252
mic7_src2,0.28674384417437165,252
mic7_src3,0.2781179224195417,252
mic3_src1,0.3132243180613741,252
mic0_src2,0.4177231876547001,252
mic4_src0,0.4995113169112117,252
mic8_src1,0.25572813239745124,252
mic8_src0,0.34907896856192794,252
mic4_src1,0.29419591988123434,252
mic0_src3,0.2791805178205106,252
mic1_src3,0.20391750393433103,252
mic5_src1,0.26488389931295747,252
mic9_src0,0.493317921090512,252
mic9_src1,0.28448714926816726,252
mic5_src0,0.30638569792018067,252
mic1_src2,0.25654666223251743,252
