rir,mean_score,record_count
mic6_src0,0.39365954199043995,252
mic2_src2,0.25544193290434264,252
mic2_src3,0.28737000716965766,252
mic6_src1,0.3485426404034777,252
mic2_src4,0.6091263874803492,252
mic3_src4,0.26711232372115434,252
mic7_src1,0.41739078207564323,252
mic3_src3,0.42307518296857477,252
mic3_src2,0.3205858234757661,252
mic7_src0,0.25932767514094185,252
mic4_src3,0.33447218587212585,252
mic0_src1,0.3767832314253777,252
mic4_src4,0.2951041326823266,252
mic0_src0,0.31719883703820284,252
mic4_src2,0.3138637258242982,252
mic5_src2,0.3314668968414322,252
mic1_src0,0.32316035296927476,252
mic5_src4,0.29032719313190364,252
mic1_src1,0.4272420536860341,252
mic5_src3,0.3547330301799406,252
mic6_src4,0.3674024514601791,252
mic2_src1,0.31830185554806756,252
mic6_src3,0.2837957076743516,252
mic6_src2,0.2821374513323465,252
mic2_src0,0.6270745731939631,252
mic3_src0,0.2760304318282359,252
mic7_src2,0.527569022709739,252
mic7_src3,0.47627180923267387,252
mic3_src1,0.4372462477595292,252
mic7_src4,0.266528926842905,252
mic0_src2,0.314140157337743,252
mic4_src0,0.3061043166732735,252
mic0_src4,0.406540554416408,252
mic4_src1,0.36486150203369067,252
mic0_src3,0.28208714340929436,252
mic1_src3,0.3340682848420146,252
mic5_src1,0.509699510377957,252
mic1_src4,0.3454648757288199,252
mic5_src0,0.2879242252851521,252
mic1_src2,0.3991929361379383,252
