rir,mean_score,record_count
mic0_src0,0.868,1
mic0_src1,0.857,1
mic0_src2,0.816,1
mic0_src3,0.846,1
mic0_src4,0.832,1
mic1_src0,0.842,1
mic1_src1,0.836,1
mic1_src2,0.838,1
mic1_src3,0.847,1
mic1_src4,0.838,1
mic2_src0,0.839,1
mic2_src1,0.832,1
mic2_src2,0.845,1
mic2_src3,0.83,1
mic2_src4,0.852,1
mic3_src0,0.844,1
mic3_src1,0.817,1
mic3_src2,0.839,1
mic3_src3,0.838,1
mic3_src4,0.877,1
mic4_src0,0.841,1
mic4_src1,0.85,1
mic4_src2,0.904,1
mic4_src3,0.825,1
mic4_src4,0.936,1
mic5_src0,0.845,1
mic5_src1,0.846,1
mic5_src2,0.85,1
mic5_src3,0.832,1
mic5_src4,0.889,1
mic6_src0,0.86,1
mic6_src1,0.826,1
mic6_src2,0.825,1
mic6_src3,0.835,1
mic6_src4,0.833,1
mic7_src0,0.846,1
mic7_src1,0.836,1
mic7_src2,0.868,1
mic7_src3,0.834,1
mic7_src4,0.868,1
