rir,mean_score,record_count
mic0_src0,0.529,1
mic0_src1,0.498,1
mic0_src2,0.498,1
mic0_src3,0.502,1
mic0_src4,0.472,1
mic1_src0,0.491,1
mic1_src1,0.663,1
mic1_src2,0.495,1
mic1_src3,0.43,1
mic1_src4,0.52,1
mic2_src0,0.542,1
mic2_src1,0.516,1
mic2_src2,0.51,1
mic2_src3,0.5,1
mic2_src4,0.516,1
mic3_src0,0.481,1
mic3_src1,0.501,1
mic3_src2,0.503,1
mic3_src3,0.483,1
mic3_src4,0.486,1
mic4_src0,0.483,1
mic4_src1,0.492,1
mic4_src2,0.503,1
mic4_src3,0.493,1
mic4_src4,0.628,1
mic5_src0,0.467,1
mic5_src1,0.502,1
mic5_src2,0.485,1
mic5_src3,0.488,1
mic5_src4,0.502,1
mic6_src0,0.458,1
mic6_src1,0.499,1
mic6_src2,0.502,1
mic6_src3,0.449,1
mic6_src4,0.473,1
mic7_src0,0.489,1
mic7_src1,0.609,1
mic7_src2,0.496,1
mic7_src3,0.463,1
mic7_src4,0.506,1
