rir,mean_score,record_count
mic0_src0,0.671,1
mic0_src1,0.64,1
mic0_src2,0.693,1
mic0_src3,0.671,1
mic0_src4,0.666,1
mic1_src0,0.679,1
mic1_src1,0.687,1
mic1_src2,0.685,1
mic1_src3,0.675,1
mic1_src4,0.687,1
mic2_src0,0.738,1
mic2_src1,0.662,1
mic2_src2,0.646,1
mic2_src3,0.671,1
mic2_src4,0.737,1
mic3_src0,0.691,1
mic3_src1,0.676,1
mic3_src2,0.667,1
mic3_src3,0.673,1
mic3_src4,0.691,1
mic4_src0,0.693,1
mic4_src1,0.687,1
mic4_src2,0.683,1
mic4_src3,0.673,1
mic4_src4,0.661,1
mic5_src0,0.673,1
mic5_src1,0.683,1
mic5_src2,0.672,1
mic5_src3,0.66,1
mic5_src4,0.694,1
mic6_src0,0.68,1
mic6_src1,0.652,1
mic6_src2,0.682,1
mic6_src3,0.688,1
mic6_src4,0.696,1
mic7_src0,0.665,1
mic7_src1,0.702,1
mic7_src2,0.7,1
mic7_src3,0.687,1
mic7_src4,0.672,1
