rir,mean_score,record_count
mic0_src0,0.31,1
mic0_src1,0.335,1
mic0_src2,0.281,1
mic0_src3,0.312,1
mic0_src4,0.317,1
mic1_src0,0.314,1
mic1_src1,0.293,1
mic1_src2,0.263,1
mic1_src3,0.303,1
mic1_src4,0.318,1
mic2_src0,0.289,1
mic2_src1,0.313,1
mic2_src2,0.344,1
mic2_src3,0.371,1
mic2_src4,0.341,1
mic3_src0,0.312,1
mic3_src1,0.289,1
mic3_src2,0.317,1
mic3_src3,0.314,1
mic3_src4,0.334,1
mic4_src0,0.315,1
mic4_src1,0.328,1
mic4_src2,0.283,1
mic4_src3,0.317,1
mic4_src4,0.276,1
mic5_src0,0.326,1
mic5_src1,0.266,1
mic5_src2,0.316,1
mic5_src3,0.314,1
mic5_src4,0.272,1
mic6_src0,0.308,1
mic6_src1,0.312,1
mic6_src2,0.303,1
mic6_src3,0.28,1
mic6_src4,0.324,1
mic7_src0,0.338,1
mic7_src1,0.308,1
mic7_src2,0.281,1
mic7_src3,0.305,1
mic7_src4,0.293,1
