rir,mean_score,record_count
mic0_src0,0.9991711746495183,252
mic0_src1,0.9999413645733517,252
mic0_src2,0.9999751094730825,252
mic0_src3,0.9988482112953645,252
mic0_src4,0.9997326453710201,252
mic1_src0,0.9999572748522578,252
mic1_src1,0.9998785249600965,252
mic1_src2,0.9999720920080293,252
mic1_src3,0.9999726753055123,252
mic1_src4,0.9999522492787615,252
mic3_src0,0.9997319280119487,252
mic3_src1,0.9983294011869481,252
mic3_src2,0.9999341430186311,252
mic3_src3,0.9998898897819924,252
mic3_src4,0.9999842773341743,252
mic4_src0,0.9999738571729612,252
mic4_src1,0.9999727100889046,252
mic4_src2,0.9992588001807071,252
mic4_src3,0.999979571489553,252
mic4_src4,0.9998981667456075,252
mic5_src0,0.9998883594502034,252
mic5_src1,0.9999683439565006,252
mic5_src2,0.9999759249383369,252
mic5_src3,0.9998538129249273,252
mic5_src4,0.9994803528289449,252
mic6_src0,0.9998593412034635,252
mic6_src1,0.9999833498538858,252
mic6_src2,0.9998142964430685,252
mic6_src3,0.9999362270149273,252
mic6_src4,0.9992707498710939,252
mic7_src1,0.9997486241198499,252
mic7_src0,0.999879548420847,252
mic8_src2,0.9998042581068931,252
mic8_src3,0.9999240220418959,252
mic8_src4,0.9991881139897809,252
mic7_src2,0.9997864832200343,252
mic7_src3,0.999947412378986,252
mic7_src4,0.9999853843281756,252
mic8_src1,0.9999788877172902,252
mic8_src0,0.9999656576697081,252
