rir,mean_score,record_count
mic0_src0,0.5376273037003203,252
mic0_src1,0.27762609514699926,252
mic0_src2,0.26504186302451144,252
mic0_src3,0.26359123752529195,252
mic0_src4,0.18805820089815947,252
mic1_src0,0.30164230800311803,252
mic1_src1,0.9462203811727096,252
mic1_src2,0.24247848059976912,252
mic1_src3,0.20722280001573348,252
mic1_src4,0.2989005025697612,252
mic2_src0,0.7055811060589446,252
mic2_src1,0.5046577031701973,252
mic2_src2,0.27113723815873736,252
mic2_src3,0.34334672148930434,252
mic2_src4,0.3003478071780568,252
mic3_src0,0.18751387224312288,252
mic3_src1,0.20649947385172177,252
mic3_src2,0.19903790819294745,252
mic3_src3,0.22814544297069148,252
mic3_src4,0.33624876741749354,252
mic4_src0,0.19702380358784763,252
mic4_src1,0.282657828881772,252
mic4_src2,0.20325804951614276,252
mic4_src3,0.3437322752466048,252
mic4_src4,0.891539353518019,252
mic5_src0,0.18124379270785895,252
mic5_src1,0.6858038860211744,252
mic5_src2,0.23506028921772543,252
mic5_src3,0.20012372427406216,252
mic5_src4,0.22830617133283163,252
mic6_src0,0.23406338668605012,252
mic6_src1,0.2633619019999363,252
mic7_src1,0.9025454682065929,252
mic7_src0,0.34483547890433064,252
mic6_src4,0.20868627418176725,252
mic6_src3,0.16039082744885627,252
mic6_src2,0.2592554922239946,252
mic7_src2,0.27421563040789443,252
mic7_src3,0.253355033312841,252
mic7_src4,0.19702328908996933,252
